时间(s),电流(mA)
23.1467,158.819
23.1724,157.761
23.1981,158.79
23.2237,157.474
23.2494,158.683
23.2751,157.741
23.3007,158.277
23.3264,158.302
23.352,157.736
23.3777,158.396
23.4034,158.389
23.429,158.493
23.4547,158.459
23.4804,158.543
23.506,158.232
23.5317,159.013
23.5574,157.572
23.583,158.042
23.6087,157.363
23.6344,158.673
23.66,157.589
23.6857,158.49
23.7113,157.041
23.737,159.167
23.7627,157.538
23.7883,158.658
23.814,157.678
23.8397,158.758
23.8653,157.69
23.891,158.079
23.9167,157.668
23.9423,159.187
23.968,157.092
23.9937,159.2
24.0193,157.829
24.045,158.607
24.0706,157.794
24.0963,158.577
24.122,158.1
24.1476,158.993
24.1733,157.74
24.199,159.302
24.2246,158.243
24.2503,158.424
24.276,158.522
24.3016,157.963
24.3273,158.477
24.353,158.224
24.3786,158.548
24.4043,157.804
24.43,159.269
24.4556,157.789
24.4813,158.931
24.5069,157.04940000000002
24.5326,157.4144
24.5583,157.795
24.5839,157.951
24.6096,156.864
24.6353,158.856
24.6609,156.487
24.6866,158.28
24.7123,156.992
24.7379,158.271
24.7636,156.93
24.7893,158.024
24.8149,156.84
24.8406,158.819
24.8663,156.778
24.8919,158.873
24.9176,157.101
24.9433,158.745
24.9689,157.473
24.9946,157.879
25.0202,157.569
25.0459,158.489
25.0716,157.075
25.0972,158.191
25.1229,158.077
25.1486,157.95
25.1742,157.703
25.1999,158.569
25.2256,157.69
25.2513,158.135
25.2769,157.531
25.3026,157.661
25.3283,158.562
25.3539,157.614
25.3796,158.725
25.4053,157.715
25.4309,158.591
25.4566,157.93
25.4823,158.189
25.5079,157.694
25.5336,158.509
25.5593,156.497
25.5849,158.381
25.6106,157.761
25.6363,159.192
25.6619,157.056
25.6876,158.888
25.7133,156.955
25.7389,158.0546
25.7646,157.254
25.7903,159.02
25.8159,158.156
25.8416,158.803
25.8673,157.613
25.8929,158.759
25.9186,157.039
25.9443,158.79
25.9699,157.963
25.9956,158.335
26.0213,157.626
26.0469,158.841
26.0726,157.571
26.0983,158.861
26.1239,157.974
26.1496,158.485
26.1753,158.689
26.2009,158.179
26.2266,158.41
26.2523,158.285
26.2779,158.128
26.3036,157.94
26.3293,159.339
26.3549,157.526
26.3806,158.726
26.4063,158.6
26.4319,158.986
26.4576,158.052
26.4832,158.989
26.5089,157.734
26.5346,158.2602
26.5603,157.353
26.5859,158.3334
26.6116,157.751
26.6372,158.96
26.6629,157.739
26.6886,158.784
26.7142,158.017
26.7399,159.297
26.7656,157.103
26.7912,159.275
26.8169,157.54
26.8426,158.887
26.8682,157.716
26.8939,158.748
26.9196,157.948
26.9452,158.666
26.9709,157.428
26.9965,157.701
27.0222,157.52159999999998
27.0479,157.575
27.0735,157.423
27.0992,157.481
27.1249,157.839
27.1505,157.295
27.1762,157.011
27.2018,157.525
27.2275,158.032
