时间(s),电流(mA)
32.2088,158.264
32.2345,157.412
32.2602,158.036
32.2858,157.515
32.3115,157.94
32.3372,157.295
32.3628,157.912
32.3885,157.719
32.4142,158.155
32.4398,156.671
32.4655,158.184
32.4912,157.411
32.5168,158.478
32.5425,157.053
32.5681,158.832
32.5938,156.501
32.6195,158.9
32.6451,157.1
32.6708,158.661
32.6965,157.448
32.7221,158.03
32.7478,156.98420000000002
32.7735,156.0212
32.7991,156.716
32.8248,157.561
32.8505,157.1164
32.8761,157.737
32.9018,156.341
32.9275,157.227
32.9531,156.733
32.9788,157.276
33.0045,156.496
33.0301,157.4
33.0558,156.287
33.0815,157.683
33.1071,156.903
33.1328,157.283
33.1585,157.38
33.1841,157.416
33.2098,158.183
33.2355,157.655
33.2611,156.992
33.2868,156.531
33.3124,157.854
33.3381,156.493
33.3638,157.723
33.3894,157.045
33.4151,157.533
33.4408,156.764
33.4664,157.706
33.4921,156.305
33.5177,158.321
33.5434,156.351
33.5691,158.41
33.5947,156.488
33.6204,157.621
33.646,156.473
33.6717,158.657
33.6974,156.548
33.723,158.3
33.7487,156.875
33.7744,157.98
33.8,157.18
33.8257,158.004
33.8514,156.552
33.877,157.717
33.9027,157.152
33.9283,157.647
33.954,157.345
33.9797,158.101
34.0053,156.955
34.031,157.873
34.0567,157.259
34.0823,157.683
34.108,157.825
34.1336,157.188
34.1593,158.002
34.185,157.322
34.2106,157.601
34.2363,157.354
34.262,157.717
34.2876,156.803
34.3133,158.19
34.339,157.324
34.3646,158.199
34.3903,157.406
34.416,158.248
34.4416,156.266
34.4673,158.232
34.493,157.182
34.5186,158.301
34.5443,157.068
34.57,158.748
34.5956,156.578
34.6213,158.654
34.647,156.775
34.6726,158.421
34.6983,157.005
34.724,157.884
34.7496,157.16
34.7753,158.429
34.801,157.062
34.8267,158.402
34.8523,157.052
34.878,158.463
34.9036,157.299
34.9293,157.503
34.955,157.055
34.9806,158.057
35.0063,157.312
35.032,157.686
35.0576,157.849
35.0833,157.077
