时间(s),电流(mA)
30.4156,158.074
30.4413,156.798
30.467,158.265
30.4926,157.275
30.5183,157.943
30.5439,156.882
30.5696,158.732
30.5953,157.009
30.6209,158.306
30.6466,157.075
30.6722,158.683
30.6979,157.918
30.7236,157.748
30.7492,158.011
30.7749,157.956
30.8005,157.705
30.8262,157.808
30.8519,157.575
30.8775,158.189
30.9032,158.111
30.9289,157.368
30.9545,158.708
30.9802,157.223
31.0059,158.729
31.0315,157.45
31.0572,158.613
31.0829,157.704
31.1085,158.241
31.1342,157.198
31.1599,158.812
31.1855,156.726
31.2112,158.986
31.2369,157.198
31.2625,159.294
31.2882,157.588
31.3139,158.612
31.3395,157.806
31.3652,159.189
31.3909,157.717
31.4165,159.025
31.4422,157.224
31.4679,159.285
31.4935,157.488
31.5192,158.229
31.5448,157.604
31.5705,158.047
31.5962,157.704
31.6218,158.307
31.6475,157.826
31.6732,158.604
31.6989,157.553
31.7245,158.227
31.7502,158.437
31.7759,158.042
31.8015,158.573
31.8272,157.449
31.8529,158.844
31.8786,158.407
31.9042,158.418
31.9299,158.053
31.9555,158.781
31.9812,157.536
32.0069,158.964
32.0326,157.134
32.0582,159.656
32.0839,157.25
32.1095,158.939
32.1352,157.485
32.1609,158.74
32.1865,157.73
32.2122,159.036
32.2379,157.204
32.2635,159.339
32.2892,157.288
32.3149,159.091
32.3405,157.361
32.3662,158.912
32.3919,157.866
32.4175,158.173
32.4432,157.58
32.4689,158.886
32.4946,157.456
32.5202,158.71
32.5459,157.729
32.5716,158.347
32.5972,158.112
32.6229,158.068
32.6486,158.529
32.6742,158.151
32.6999,158.104
32.7256,158.225
32.7512,158.34
32.7769,156.8558
32.8026,157.3508
32.8282,157.278
32.8539,158.226
32.8796,156.845
32.9052,158.13
32.9309,157.015
32.9565,158.153
32.9822,157.374
33.0079,157.964
33.0335,156.809
33.0592,158.88
33.0849,156.673
33.1105,158.593
33.1362,156.606
33.1618,158.721
33.1875,157.121
33.2132,158.105
33.2388,157.53
33.2645,158.898
33.2901,156.751
33.3158,157.851
33.3414,156.822
33.3671,158.913
33.3928,157.405
33.4185,158.267
33.4441,157.769
33.4698,158.037
33.4954,157.801
33.5211,158.081
33.5468,157.379
33.5725,158.592
33.5981,157.697
33.6238,157.869
33.6495,158.211
33.6751,157.996
33.7008,158.656
33.7265,157.042
33.7521,158.372
33.7778,158.733
33.8034,159.064
33.8291,157.667
