时间(s),电流(mA)
38.7869,155.8632
38.8126,157.928
38.8382,156.32
38.8639,157.49
38.8896,156.228
38.9152,157.756
38.9409,156.227
38.9666,157.711
38.9922,156.503
39.0179,158.008
39.0436,156.696
39.0692,157.968
39.0949,156.662
39.1206,157.956
39.1462,156.455
39.1719,157.876
39.1976,156.95
39.2233,157.639
39.2489,156.973
39.2746,157.862
39.3003,157.15
39.3259,157.659
39.3516,157.226
39.3773,157.49
39.403,157.542
39.4286,157.484
39.4543,157.554
39.48,157.213
39.5057,157.801
39.5313,157.252
39.557,157.881
39.5827,157.243
39.6084,158.151
39.634,156.757
39.6597,158.122
39.6854,157.233
39.711,158.528
39.7367,156.727
39.7624,158.752
39.7881,157.935
39.8137,158.578
39.8394,156.614
39.8651,158.374
39.8907,157.125
39.9164,158.577
39.9421,156.958
39.9677,158.696
39.9934,157.206
40.0191,158.481
40.0447,157.015
40.0704,158.294
40.0961,157.385
40.1217,158.318
40.1474,157.066
40.1731,158.175
40.1987,157.431
40.2244,158.086
40.2501,157.726
40.2757,158.119
40.3014,157.914
40.327,157.797
40.3527,157.741
40.3784,157.77
